neighbourhood_cleansed,room_type,crime_count,price,number_of_reviews,review_scores_rating 
Humboldt Park,Entire home/apt,113,95.0,174,4.75
North Park,Private room,31,45.0,92,4.75
Logan Square,Entire home/apt,39,80.0,102,4.76
Edgewater,Entire home/apt,17,147.0,423,4.93
Near North Side,Private room,49,142.0,255,4.8
Jefferson Park,Entire home/apt,6,35.0,0,
West Ridge,Entire home/apt,21,139.0,99,4.7
Irving Park,Entire home/apt,20,200.0,66,4.77
North Lawndale,Private room,191,40.0,235,4.55
Near North Side,Entire home/apt,46,450.0,232,4.92
Loop,Entire home/apt,47,350.0,0,
Logan Square,Entire home/apt,45,100.0,7,5.0
Jefferson Park,Private room,4,45.0,15,4.87
Uptown,Private room,18,100.0,100,4.97
Lincoln Square,Private room,17,59.0,129,4.95
Lower West Side,Entire home/apt,70,100.0,237,4.79
North Lawndale,Private room,179,30.0,257,4.44
Irving Park,Entire home/apt,36,183.0,327,4.99
Hyde Park,Private room,19,107.0,12,5.0
Near North Side,Entire home/apt,46,333.0,20,5.0
Jefferson Park,Entire home/apt,12,95.0,120,4.94
West Town,Entire home/apt,43,103.0,251,4.88
Near West Side,Entire home/apt,57,110.0,159,4.87
Loop,Entire home/apt,54,245.0,5,5.0
Edgewater,Entire home/apt,12,165.0,23,4.96
Oakland,Entire home/apt,69,700.0,100,4.86
Irving Park,Entire home/apt,27,69.0,702,4.84
Loop,Entire home/apt,53,245.0,9,4.89
Avondale,Entire home/apt,25,164.0,220,4.86
Near North Side,Entire home/apt,50,69.0,550,4.81
Lower West Side,Entire home/apt,71,115.0,165,4.92
Brighton Park,Entire home/apt,65,375.0,63,4.43
Lincoln Square,Entire home/apt,15,200.0,127,4.95
Uptown,Entire home/apt,20,230.0,142,4.96
Lake View,Entire home/apt,9,86.0,472,4.85
West Town,Entire home/apt,113,162.0,258,4.88
Uptown,Entire home/apt,19,264.0,139,4.96
Hermosa,Entire home/apt,33,349.0,86,4.93
Uptown,Entire home/apt,19,168.0,66,4.98
Logan Square,Entire home/apt,53,89.0,60,4.93
Jefferson Park,Private room,4,76.0,95,4.86
West Town,Entire home/apt,45,92.0,304,4.87
Rogers Park,Entire home/apt,39,169.0,11,4.45
North Center,Entire home/apt,13,59.0,180,4.77
West Town,Entire home/apt,124,139.0,71,4.8
Albany Park,Entire home/apt,31,66.0,291,4.63
Irving Park,Private room,24,61.0,62,4.92
Near West Side,Entire home/apt,130,128.0,238,4.93
Brighton Park,Entire home/apt,59,68.0,256,4.9
Near North Side,Entire home/apt,38,300.0,32,4.97
Lincoln Park,Entire home/apt,23,781.0,98,4.95
Lake View,Entire home/apt,16,76.0,337,4.84
West Ridge,Private room,33,30.0,26,4.62
Irving Park,Private room,24,60.0,77,4.94
Uptown,Private room,18,96.0,97,4.99
Near North Side,Entire home/apt,54,88.0,16,4.88
West Town,Entire home/apt,41,165.0,329,4.87
Rogers Park,Shared room,40,46.0,6,3.5
Lincoln Park,Entire home/apt,21,59.0,289,4.74
Lake View,Entire home/apt,8,129.0,63,4.83
Lake View,Entire home/apt,11,141.0,282,4.96
Lake View,Entire home/apt,10,640.0,148,4.99
Near North Side,Entire home/apt,54,135.0,20,4.85
Near North Side,Entire home/apt,53,100.0,23,4.65
Avondale,Entire home/apt,27,241.0,244,4.82
Near West Side,Entire home/apt,173,102.0,2,5.0
Uptown,Entire home/apt,18,284.0,112,4.96
West Town,Entire home/apt,56,140.0,369,4.92
Logan Square,Entire home/apt,103,107.0,225,4.9
Near North Side,Private room,49,150.0,189,4.78
Logan Square,Entire home/apt,50,89.0,264,4.81
West Ridge,Entire home/apt,27,344.0,132,4.91
Lake View,Entire home/apt,9,175.0,172,4.9
West Town,Private room,42,91.0,112,4.83
Lake View,Entire home/apt,8,222.0,209,4.96
West Town,Private room,39,101.0,151,4.97
Jefferson Park,Entire home/apt,8,69.0,135,4.81
North Park,Private room,14,45.0,68,4.65
West Town,Entire home/apt,42,290.0,40,4.95
Hyde Park,Entire home/apt,109,75.0,8,4.38
Lake View,Entire home/apt,8,159.0,202,4.96
Hyde Park,Private room,98,50.0,9,4.0
Lincoln Square,Entire home/apt,22,69.0,274,4.88
West Town,Private room,40,81.0,125,4.82
Bridgeport,Entire home/apt,22,89.0,313,4.94
Rogers Park,Private room,32,40.0,60,4.62
West Town,Entire home/apt,58,390.0,52,4.94
Near North Side,Entire home/apt,49,58.0,534,4.82
Near North Side,Entire home/apt,49,55.0,576,4.79
Bridgeport,Entire home/apt,32,113.0,192,4.98
Norwood Park,Private room,1,40.0,55,4.95
Lincoln Park,Entire home/apt,28,136.0,342,4.98
West Town,Entire home/apt,52,100.0,139,4.68
West Town,Private room,51,95.0,240,4.93
Lincoln Park,Entire home/apt,18,188.0,258,4.98
Rogers Park,Private room,30,82.0,67,4.9
Logan Square,Entire home/apt,74,105.0,48,4.44
West Town,Entire home/apt,31,399.0,58,5.0
West Town,Entire home/apt,39,130.0,200,4.9
Lake View,Entire home/apt,9,228.0,169,4.88
Edgewater,Entire home/apt,20,125.0,527,4.96
Hyde Park,Private room,59,70.0,5,4.2
Bridgeport,Entire home/apt,45,231.0,102,4.84
Grand Boulevard,Entire home/apt,112,80.0,7,4.86
Lake View,Private room,12,50.0,30,5.0
Logan Square,Entire home/apt,48,79.0,63,4.83
Grand Boulevard,Private room,84,74.0,78,4.86
Lincoln Park,Entire home/apt,25,335.0,160,4.84
Logan Square,Entire home/apt,34,93.0,411,4.91
Irving Park,Entire home/apt,21,88.0,328,4.75
North Lawndale,Private room,180,39.0,277,4.47
Edgewater,Private room,24,45.0,67,4.46
Lake View,Entire home/apt,10,357.0,172,4.91
Lincoln Park,Private room,20,85.0,231,4.84
West Town,Private room,61,50.0,16,4.63
Portage Park,Entire home/apt,19,106.0,150,4.95
Mckinley Park,Entire home/apt,42,474.0,120,4.94
Bridgeport,Private room,37,53.0,20,4.65
Lake View,Private room,14,55.0,20,4.9
Near North Side,Entire home/apt,56,275.0,239,4.94
West Town,Entire home/apt,38,606.0,94,4.97
Edgewater,Entire home/apt,19,86.0,348,4.85
Englewood,Entire home/apt,244,42.0,287,4.75
Near West Side,Entire home/apt,55,72.0,414,4.87
North Center,Entire home/apt,16,128.0,190,4.9
Uptown,Entire home/apt,17,919.0,186,4.98
Lincoln Park,Private room,20,200.0,131,4.77
Jefferson Park,Entire home/apt,6,99.0,164,4.91
Lincoln Park,Private room,21,69.0,200,4.95
Lincoln Park,Private room,19,69.0,214,4.82
Logan Square,Entire home/apt,25,85.0,228,4.77
Avondale,Entire home/apt,37,62.0,225,4.66
Irving Park,Entire home/apt,24,70.0,673,4.92
Logan Square,Entire home/apt,22,150.0,0,
Bridgeport,Entire home/apt,35,200.0,50,4.64
Near North Side,Entire home/apt,36,229.0,82,4.87
Hyde Park,Private room,63,189.0,108,4.99
Hyde Park,Private room,76,207.0,98,4.95
Hyde Park,Private room,65,161.0,120,4.94
Edgewater,Private room,24,45.0,51,4.57
Lower West Side,Entire home/apt,79,85.0,147,4.86
West Town,Entire home/apt,30,96.0,366,4.81
South Lawndale,Entire home/apt,128,80.0,142,4.72
Hyde Park,Private room,72,182.0,61,4.93
Edgewater,Entire home/apt,14,126.0,130,4.96
Lake View,Entire home/apt,10,258.0,111,4.95
West Town,Entire home/apt,45,94.0,346,4.9
Lake View,Entire home/apt,8,94.0,329,4.68
Albany Park,Entire home/apt,35,98.0,481,4.81
West Town,Entire home/apt,37,213.0,10,4.9
Lake View,Entire home/apt,8,380.0,155,4.86
Rogers Park,Entire home/apt,29,135.0,151,4.96
Lower West Side,Private room,69,69.0,200,4.91
Near West Side,Entire home/apt,93,107.0,470,4.81
Lake View,Private room,19,80.0,366,4.89
Edgewater,Entire home/apt,22,109.0,284,4.98
Norwood Park,Entire home/apt,3,91.0,357,4.88
Logan Square,Entire home/apt,103,121.0,258,4.94
Logan Square,Entire home/apt,54,94.0,382,4.9
Grand Boulevard,Entire home/apt,95,118.0,244,4.88
North Center,Entire home/apt,20,129.0,137,4.97
Lincoln Square,Entire home/apt,17,135.0,344,4.99
West Town,Entire home/apt,39,779.0,61,4.89
North Center,Entire home/apt,15,285.0,180,4.97
Hyde Park,Private room,69,189.0,81,5.0
North Center,Entire home/apt,15,128.0,251,4.86
West Town,Entire home/apt,72,99.0,34,4.41
Lake View,Entire home/apt,15,657.0,90,4.92
West Town,Entire home/apt,48,842.0,64,4.8
Lower West Side,Entire home/apt,78,120.0,274,4.84
West Town,Entire home/apt,34,94.0,385,4.86
North Lawndale,Private room,189,28.0,151,4.5
West Town,Entire home/apt,43,125.0,283,4.89
Hyde Park,Entire home/apt,33,80.0,115,4.84
Bridgeport,Private room,38,53.0,10,4.9
Logan Square,Entire home/apt,25,152.0,360,4.93
Logan Square,Private room,116,99.0,141,4.87
Lincoln Park,Entire home/apt,30,104.0,287,4.86
Lake View,Entire home/apt,8,400.0,3,5.0
Logan Square,Entire home/apt,64,90.0,113,4.85
Lincoln Park,Entire home/apt,8,127.0,110,4.95
North Center,Entire home/apt,19,57.0,267,4.77
Rogers Park,Private room,30,57.0,141,4.74
West Town,Entire home/apt,43,122.0,218,4.9
Rogers Park,Entire home/apt,31,578.0,73,4.88
Logan Square,Entire home/apt,49,149.0,397,4.97
Kenwood,Private room,73,59.0,182,4.88
Kenwood,Private room,76,49.0,262,4.91
Kenwood,Private room,75,56.0,198,4.89
Rogers Park,Private room,31,52.0,168,4.82
Rogers Park,Private room,30,67.0,167,4.78
Rogers Park,Private room,31,68.0,73,4.71
Rogers Park,Private room,31,59.0,123,4.74
Rogers Park,Private room,31,58.0,172,4.8
Logan Square,Entire home/apt,40,98.0,275,4.97
Irving Park,Entire home/apt,27,65.0,515,4.88
Lower West Side,Entire home/apt,79,75.0,15,4.93
Logan Square,Entire home/apt,38,468.0,23,5.0
Logan Square,Entire home/apt,37,200.0,42,4.9
Lake View,Entire home/apt,10,157.0,237,4.98
Lake View,Private room,13,100.0,167,4.94
West Town,Entire home/apt,46,159.0,98,4.93
West Town,Entire home/apt,55,115.0,231,4.87
Oakland,Entire home/apt,62,250.0,74,4.84
North Center,Entire home/apt,14,155.0,252,4.96
Avondale,Entire home/apt,34,532.0,230,4.9
South Shore,Entire home/apt,146,183.0,0,
Kenwood,Private room,71,63.0,288,4.89
Lincoln Park,Entire home/apt,25,100.0,0,
Lincoln Square,Entire home/apt,20,80.0,34,4.74
Pullman,Entire home/apt,104,139.0,225,4.75
Edgewater,Private room,24,65.0,109,4.47
Lincoln Square,Entire home/apt,17,94.0,352,4.86
West Englewood,Entire home/apt,230,95.0,11,4.18
Rogers Park,Private room,29,110.0,17,5.0
Uptown,Private room,19,90.0,27,4.93
Edgewater,Entire home/apt,26,110.0,43,4.79
East Garfield Park,Entire home/apt,200,75.0,241,4.8
Logan Square,Entire home/apt,58,112.0,371,4.88
Edgewater,Entire home/apt,29,104.0,142,4.9
West Town,Entire home/apt,54,82.0,302,4.81
Lincoln Park,Entire home/apt,10,379.0,194,4.47
Near North Side,Entire home/apt,46,199.0,9,5.0
Albany Park,Entire home/apt,35,135.0,434,4.84
West Town,Entire home/apt,86,234.0,161,4.85
West Town,Entire home/apt,42,290.0,146,4.96
Lincoln Square,Entire home/apt,24,107.0,267,4.95
West Town,Entire home/apt,43,113.0,247,4.92
Lincoln Park,Entire home/apt,5,162.0,316,4.96
Logan Square,Entire home/apt,46,378.0,112,4.97
Avondale,Private room,34,40.0,6,5.0
Edgewater,Entire home/apt,28,265.0,255,4.96
Irving Park,Entire home/apt,30,100.0,245,4.92
Montclare,Entire home/apt,24,123.0,52,4.94
Lincoln Square,Entire home/apt,13,84.0,119,4.94
Logan Square,Entire home/apt,70,85.0,246,4.78
Hyde Park,Private room,61,48.0,119,4.66
West Town,Private room,42,49.0,50,4.8
North Center,Entire home/apt,16,56.0,97,4.9
West Town,Entire home/apt,40,117.0,212,4.81
West Town,Entire home/apt,40,139.0,145,4.8
Hyde Park,Private room,71,89.0,43,4.93
Chatham,Entire home/apt,208,160.0,133,4.77
South Shore,Entire home/apt,165,199.0,14,4.64
West Garfield Park,Entire home/apt,398,250.0,83,4.3
Edgewater,Entire home/apt,21,136.0,150,4.87
Lincoln Park,Entire home/apt,21,180.0,411,4.96
Avondale,Entire home/apt,41,134.0,102,4.98
Edgewater,Entire home/apt,15,126.0,115,4.89
Hyde Park,Entire home/apt,81,189.0,494,4.94
West Ridge,Private room,33,30.0,27,4.78
Logan Square,Entire home/apt,72,176.0,265,4.95
Lincoln Square,Private room,22,45.0,99,4.84
West Ridge,Shared room,33,18.0,89,4.8
Lower West Side,Entire home/apt,80,80.0,54,4.81
West Town,Entire home/apt,41,70.0,180,4.84
Mckinley Park,Private room,33,85.0,91,4.82
Mckinley Park,Private room,25,70.0,31,4.94
Mckinley Park,Private room,32,85.0,37,4.76
Norwood Park,Private room,1,35.0,219,4.82
North Center,Entire home/apt,13,199.0,17,4.88
West Town,Entire home/apt,42,674.0,15,5.0
Norwood Park,Private room,1,100.0,4,3.75
West Ridge,Entire home/apt,27,52.0,126,4.71
Bridgeport,Entire home/apt,31,172.0,341,4.91
Avondale,Entire home/apt,37,79.0,36,4.86
Lincoln Park,Entire home/apt,7,51.0,352,4.52
Irving Park,Entire home/apt,27,170.0,142,4.73
Lake View,Entire home/apt,9,88.0,267,4.82
Lower West Side,Private room,68,51.0,411,4.83
Lower West Side,Entire home/apt,70,82.0,1,5.0
Edgewater,Entire home/apt,14,133.0,189,4.98
Hyde Park,Entire home/apt,37,379.0,57,4.88
Bridgeport,Entire home/apt,23,89.0,16,4.31
West Ridge,Shared room,33,16.0,161,4.82
West Ridge,Shared room,33,18.0,78,4.83
Logan Square,Entire home/apt,72,100.0,287,4.96
Lower West Side,Entire home/apt,62,103.0,381,4.85
North Center,Entire home/apt,16,86.0,194,4.85
Lake View,Entire home/apt,8,200.0,147,4.66
Lincoln Park,Entire home/apt,25,80.0,211,4.78
Lincoln Park,Entire home/apt,9,98.0,527,4.76
South Shore,Private room,166,86.0,1,5.0
West Englewood,Shared room,214,25.0,33,4.67
Mckinley Park,Entire home/apt,48,97.0,7,3.71
Lake View,Entire home/apt,14,279.0,344,4.93
Portage Park,Entire home/apt,14,119.0,153,4.82
Logan Square,Entire home/apt,30,101.0,223,4.85
West Town,Entire home/apt,61,225.0,53,4.94
Irving Park,Entire home/apt,37,116.0,215,4.94
West Town,Entire home/apt,45,198.0,125,4.95
Lincoln Square,Entire home/apt,19,108.0,149,4.87
West Town,Entire home/apt,54,55.0,411,4.82
West Town,Entire home/apt,39,210.0,249,4.92
Jefferson Park,Entire home/apt,6,65.0,10,4.7
Portage Park,Entire home/apt,20,85.0,327,4.46
Grand Boulevard,Entire home/apt,106,165.0,51,4.76
Logan Square,Entire home/apt,46,90.0,290,4.8
Lake View,Entire home/apt,20,168.0,315,4.82
Armour Square,Entire home/apt,45,155.0,155,4.84
Lake View,Entire home/apt,8,190.0,32,5.0
Near North Side,Entire home/apt,36,163.0,282,4.78
Brighton Park,Entire home/apt,65,375.0,27,4.3
Logan Square,Entire home/apt,39,161.0,220,4.88
Lake View,Entire home/apt,20,142.0,312,4.84
West Town,Entire home/apt,31,468.0,147,4.98
Austin,Entire home/apt,149,125.0,50,4.7
Irving Park,Entire home/apt,33,307.0,123,4.95
Logan Square,Entire home/apt,28,120.0,269,4.96
Armour Square,Private room,43,69.0,205,4.44
Avondale,Entire home/apt,37,85.0,25,4.84
West Town,Entire home/apt,39,169.0,169,4.89
Rogers Park,Entire home/apt,35,235.0,97,4.92
Lincoln Square,Entire home/apt,19,126.0,380,4.97
Near North Side,Entire home/apt,53,235.0,275,4.77
Humboldt Park,Entire home/apt,173,161.0,89,4.9
Bridgeport,Entire home/apt,47,195.0,82,4.96
West Town,Entire home/apt,111,116.0,178,4.91
North Center,Entire home/apt,15,86.0,283,4.95
Logan Square,Entire home/apt,47,190.0,167,4.93
Logan Square,Entire home/apt,23,400.0,16,4.88
Bridgeport,Entire home/apt,39,169.0,163,4.86
Armour Square,Private room,50,69.0,112,4.95
Austin,Entire home/apt,278,232.0,157,4.89
Grand Boulevard,Entire home/apt,96,118.0,173,4.89
West Town,Entire home/apt,37,100.0,204,4.97
Grand Boulevard,Private room,101,53.0,33,4.52
Calumet Heights,Entire home/apt,124,300.0,26,4.58
Grand Boulevard,Private room,99,53.0,25,4.48
Oakland,Private room,65,63.0,28,4.46
West Town,Entire home/apt,44,674.0,69,4.96
Armour Square,Private room,48,59.0,122,4.73
Rogers Park,Entire home/apt,35,235.0,90,4.93
Uptown,Entire home/apt,19,79.0,198,4.74
Near West Side,Private room,110,26.0,325,4.68
Lincoln Square,Entire home/apt,27,125.0,48,4.94
Lincoln Park,Entire home/apt,16,325.0,86,5.0
East Garfield Park,Entire home/apt,210,554.0,105,4.8
Austin,Private room,213,30.0,65,4.77
Lincoln Park,Entire home/apt,27,186.0,239,5.0
Portage Park,Entire home/apt,23,145.0,189,4.98
Austin,Private room,218,30.0,154,4.91
Avondale,Entire home/apt,36,59.0,40,4.7
Avondale,Entire home/apt,36,69.0,42,4.71
Lincoln Park,Entire home/apt,7,750.0,32,5.0
Logan Square,Entire home/apt,39,171.0,420,4.96
Jefferson Park,Entire home/apt,6,96.0,217,4.8
Jefferson Park,Entire home/apt,6,96.0,271,4.76
Logan Square,Private room,53,70.0,181,4.99
North Center,Entire home/apt,17,205.0,251,4.75
Logan Square,Private room,42,109.0,69,4.93
Near West Side,Entire home/apt,57,75.0,213,4.73
Irving Park,Entire home/apt,29,104.0,61,4.98
Jefferson Park,Entire home/apt,10,64.0,238,4.68
West Town,Entire home/apt,24,133.0,183,4.67
Near West Side,Entire home/apt,61,499.0,187,4.96
Logan Square,Entire home/apt,46,165.0,204,4.95
Belmont Cragin,Entire home/apt,29,70.0,4,5.0
Lake View,Entire home/apt,8,102.0,606,4.99
Avondale,Entire home/apt,37,75.0,50,4.88
East Garfield Park,Entire home/apt,179,110.0,7,5.0
Irving Park,Private room,29,60.0,15,4.93
Avondale,Entire home/apt,26,75.0,36,4.67
Irving Park,Private room,29,49.0,11,4.73
Irving Park,Private room,29,41.0,14,4.86
Irving Park,Private room,29,46.0,12,4.92
West Town,Entire home/apt,78,94.0,395,4.92
Irving Park,Entire home/apt,37,116.0,229,4.93
Lake View,Entire home/apt,12,281.0,78,4.56
Lake View,Entire home/apt,9,211.0,188,4.88
Hegewisch,Entire home/apt,3,155.0,5,5.0
Near West Side,Private room,109,32.0,298,4.6
Near West Side,Private room,107,25.0,270,4.72
Douglas,Entire home/apt,59,140.0,197,4.9
Avondale,Entire home/apt,36,85.0,45,4.8
Avondale,Entire home/apt,35,571.0,138,4.68
Near West Side,Private room,118,25.0,295,4.48
Near North Side,Entire home/apt,42,298.0,162,4.85
Edgewater,Entire home/apt,20,118.0,128,4.98
Woodlawn,Entire home/apt,151,162.0,64,4.69
Avondale,Entire home/apt,35,109.0,518,4.86
West Town,Entire home/apt,58,135.0,66,4.86
Lake View,Entire home/apt,9,118.0,180,4.87
Uptown,Entire home/apt,18,54.0,575,4.83
Uptown,Entire home/apt,18,54.0,569,4.81
Near West Side,Private room,122,23.0,18,4.44
Lower West Side,Entire home/apt,74,120.0,183,4.68
Lincoln Square,Entire home/apt,18,160.0,114,4.93
Woodlawn,Entire home/apt,158,329.0,123,4.62
Logan Square,Entire home/apt,43,496.0,28,5.0
Logan Square,Entire home/apt,27,100.0,138,4.7
South Shore,Entire home/apt,183,143.0,26,4.88
Irving Park,Entire home/apt,24,117.0,123,4.8
Near West Side,Entire home/apt,62,99.0,210,4.79
West Town,Entire home/apt,45,999.0,137,4.94
Bridgeport,Entire home/apt,46,198.0,103,4.93
Near West Side,Private room,111,22.0,79,4.32
Woodlawn,Entire home/apt,144,159.0,104,4.78
Uptown,Entire home/apt,19,95.0,239,4.93
Lake View,Entire home/apt,10,200.0,107,4.69
Avondale,Entire home/apt,37,77.0,262,4.91
Logan Square,Entire home/apt,69,143.0,192,4.6
Near West Side,Entire home/apt,138,131.0,279,4.81
Lake View,Entire home/apt,12,299.0,105,4.99
Hermosa,Entire home/apt,118,157.0,131,4.99
West Town,Entire home/apt,69,191.0,387,4.98
Lake View,Entire home/apt,14,278.0,59,5.0
West Town,Entire home/apt,44,148.0,198,4.74
Lake View,Entire home/apt,8,406.0,114,4.99
Avondale,Entire home/apt,26,208.0,327,4.91
Logan Square,Entire home/apt,30,198.0,102,4.96
Kenwood,Entire home/apt,80,195.0,6,5.0
Armour Square,Entire home/apt,46,155.0,117,4.85
Belmont Cragin,Private room,53,150.0,16,4.94
West Town,Entire home/apt,58,528.0,53,4.98
West Town,Entire home/apt,42,59.0,30,4.77
Near West Side,Private room,65,102.0,94,4.98
Logan Square,Entire home/apt,32,229.0,14,4.5
Humboldt Park,Entire home/apt,196,80.0,143,4.44
Irving Park,Private room,31,47.0,27,4.89
Jefferson Park,Entire home/apt,5,80.0,224,4.55
Woodlawn,Entire home/apt,112,120.0,222,4.9
West Town,Entire home/apt,126,117.0,224,4.88
Near North Side,Entire home/apt,44,130.0,6,4.33
Irving Park,Private room,28,91.0,185,4.95
West Town,Entire home/apt,63,225.0,106,4.94
Near North Side,Entire home/apt,32,312.0,209,4.74
Belmont Cragin,Private room,53,150.0,16,4.94
Irving Park,Entire home/apt,31,369.0,50,4.88
Douglas,Entire home/apt,66,204.0,91,4.54
Lower West Side,Entire home/apt,70,83.0,19,4.84
West Town,Entire home/apt,40,1075.0,1,5.0
Near North Side,Entire home/apt,43,115.0,18,4.83
Uptown,Private room,18,100.0,128,4.99
Lower West Side,Entire home/apt,60,175.0,117,4.99
Lincoln Park,Entire home/apt,6,289.0,10,5.0
South Shore,Entire home/apt,170,76.0,26,4.81
Jefferson Park,Entire home/apt,5,86.0,172,4.73
Grand Boulevard,Private room,104,93.0,47,4.87
Archer Heights,Entire home/apt,29,75.0,154,4.67
Douglas,Entire home/apt,64,110.0,173,4.73
Near North Side,Entire home/apt,55,110.0,25,4.92
West Town,Entire home/apt,32,119.0,506,4.97
Fuller Park,Entire home/apt,93,25.0,111,4.43
Logan Square,Entire home/apt,49,97.0,100,4.83
North Center,Entire home/apt,15,597.0,52,4.85
Lower West Side,Entire home/apt,68,12.0,10,4.7
Lincoln Park,Entire home/apt,8,321.0,175,4.72
Jefferson Park,Entire home/apt,5,83.0,133,4.68
Rogers Park,Entire home/apt,39,493.0,86,4.99
South Lawndale,Entire home/apt,117,135.0,58,4.64
West Town,Entire home/apt,38,59.0,187,4.83
Lake View,Entire home/apt,8,181.0,335,4.97
Lincoln Park,Entire home/apt,23,209.0,93,4.86
Near West Side,Entire home/apt,166,65.0,124,4.66
Logan Square,Entire home/apt,60,200.0,21,5.0
Lake View,Entire home/apt,16,199.0,104,4.97
Lincoln Square,Entire home/apt,19,151.0,23,5.0
Irving Park,Entire home/apt,37,289.0,198,4.77
Lake View,Entire home/apt,14,140.0,217,4.88
Norwood Park,Private room,3,71.0,174,4.86
West Garfield Park,Private room,411,32.0,52,4.94
Logan Square,Entire home/apt,36,59.0,158,4.7
